Region,Product,Sales,Profit
East,A,69,32.78
West,A,134,33.41
North,B,105,47.8
North,B,263,62.58
North,B,294,103.4
South,B,414,183.85
South,B,402,67.41
South,B,107,11.56
South,C,253,28.93
South,B,213,22.73
South,B,418,130.38
West,B,253,120.02
North,B,428,183.78
North,C,270,91.58
East,C,474,66.79
North,B,453,51.76
South,A,72,14.68
East,A,416,129.8
North,A,124,47.57
East,B,168,70.59
North,A,56,22.47
North,A,406,123.67
West,B,294,80.02
East,A,256,90.29
North,C,163,34.53
North,A,451,209.12
South,A,128,62.02
East,B,180,76.4
North,C,113,52.07
West,C,462,48.92
North,B,224,103.53
East,A,388,41.73
East,A,205,68.49
South,B,59,21.48
North,C,387,163.3
South,B,478,90.87
South,C,97,32.4
North,C,67,31.95
North,B,196,35.53
West,A,442,110.15
North,C,335,72.95
West,B,340,61.01
East,C,498,105.4
North,A,257,122.16
South,A,480,104.53
West,A,426,48.42
West,B,429,159.36
East,B,371,47.94
North,C,150,67.57
South,A,409,89.06
South,C,332,51.43
North,A,474,113.42
West,C,218,23.97
West,B,197,87.7
East,C,171,51.43
North,A,485,107.14
West,B,393,93.6
North,B,408,160.68
South,B,479,186.22
North,B,484,137.47
West,B,283,103.75
South,A,58,7.05
North,B,199,65.24
North,B,75,27.42
East,C,360,44.05
West,A,384,175.82
East,C,327,61.74
South,C,223,58.02
South,A,440,185.74
South,C,51,6.14
North,A,404,69.05
South,C,493,101.25
North,A,59,6.65
East,B,383,146.74
South,A,485,132.0
South,A,332,162.39
East,A,291,142.28
North,C,145,17.68
East,C,221,69.02
East,B,94,46.0
West,A,454,137.58
North,A,199,78.04
North,A,348,39.99
West,C,355,60.42
West,B,334,121.28
North,A,470,95.86
West,B,280,43.16
North,A,437,190.29
West,A,378,122.9
North,B,92,33.91
North,C,491,58.55
North,B,72,10.73
East,A,489,172.5
West,B,372,144.33
East,A,143,21.21
West,C,184,33.1
South,B,190,68.37
East,C,152,56.88
East,C,52,15.23
East,C,68,11.38
South,B,263,96.35
South,A,492,158.5
East,C,140,30.69
South,A,424,175.58
South,B,217,53.37
South,A,110,23.58
North,B,236,94.04
North,C,255,113.08
North,A,215,88.41
West,C,401,68.35
South,C,357,171.34
North,C,211,53.08
South,B,143,31.2
North,B,258,31.35
East,C,385,134.46
North,C,60,19.62
West,C,236,31.63
South,B,246,60.66
West,C,137,62.81
North,C,317,56.34
East,B,170,38.56
North,B,169,31.49
West,A,58,16.79
North,B,175,41.97
North,C,167,26.52
North,B,460,193.75
East,A,390,43.95
South,B,360,72.64
West,A,438,74.74
South,C,265,67.15
East,B,437,201.36
West,C,482,73.27
South,C,245,114.67
East,A,355,164.58
East,A,381,164.0
South,A,168,56.7
East,C,332,40.71
North,C,205,37.58
South,B,472,89.43
North,A,366,122.08
West,B,135,66.24
East,A,147,30.33
East,C,358,44.29
North,C,187,55.38
West,C,499,102.29
South,B,55,26.73
East,C,410,46.42
North,A,160,51.37
East,A,177,62.62
West,A,70,30.67
East,C,307,60.98
West,B,392,42.08
West,A,433,201.4
North,B,116,19.35
South,A,264,55.2
East,A,404,58.07
West,C,403,145.55
East,A,214,29.03
West,B,280,137.1
West,B,189,39.09
West,C,191,57.88
North,C,88,27.69
East,A,70,26.74
West,B,361,173.33
East,A,452,94.31
East,C,137,28.81
South,C,311,97.34
South,A,289,82.24
West,C,271,125.43
East,A,231,99.47
West,C,141,19.93
West,B,168,38.55
South,C,146,37.75
East,A,401,187.22
South,C,121,36.49
West,A,362,85.15
West,C,461,96.69
South,B,197,68.94
North,B,441,169.7
West,A,87,27.29
North,B,149,16.77
South,B,493,196.98
East,B,317,40.45
West,A,464,68.13
West,B,366,145.63
North,A,409,187.37
East,B,448,100.43
South,A,90,21.1
East,A,480,168.25
South,A,343,130.39
South,B,297,50.67
South,A,248,111.1
North,A,224,101.2
North,B,170,51.98
North,A,432,75.32
East,B,255,27.96
East,C,205,72.03
South,C,175,56.61
South,C,106,46.79
North,C,266,106.69
West,B,251,67.44
East,C,483,77.31
South,A,426,182.56
South,B,330,88.2
West,B,143,57.77
North,C,223,74.58
South,B,334,37.62
North,A,146,43.49
North,C,284,30.28
South,A,425,45.44
East,C,256,103.9
North,C,211,39.42
East,A,366,88.08
West,A,371,132.23
North,B,412,142.11
South,A,210,61.07
East,C,447,121.4
East,B,117,56.76
North,B,403,176.76
North,C,251,57.63
North,A,275,121.93
West,A,107,15.34
West,A,386,133.77
West,A,487,124.52
North,B,289,122.44
West,A,114,17.65
North,B,485,103.48
North,B,168,25.67
South,C,352,112.1
North,B,179,28.04
East,B,340,160.26
North,C,274,84.17
East,B,399,64.63
East,B,347,133.67
South,A,344,105.71
South,C,117,21.18
East,A,109,28.64
East,A,344,54.3
South,A,186,45.04
South,B,295,92.58
South,B,229,107.66
West,B,191,33.15
East,B,75,8.18
West,B,259,124.81
West,B,245,113.68
North,A,218,79.17
East,B,110,34.38
South,C,91,9.33
East,B,459,152.38
South,C,174,19.67
North,A,307,63.45
North,C,106,11.4
North,B,425,48.77
East,A,76,18.31
West,C,173,80.41
South,B,122,13.44
East,C,329,82.66
South,B,468,231.58
South,B,91,16.4
North,C,247,59.67
North,A,422,94.26
South,C,376,65.61
South,A,159,37.29
North,A,165,58.2
North,B,82,34.77
West,B,451,142.13
West,C,258,35.67
East,B,318,74.18
West,B,81,23.11
North,B,241,99.96
North,A,460,206.39
East,C,231,63.17
North,B,299,62.01
East,B,94,13.35
South,A,242,39.31
West,C,213,92.02
North,A,280,138.28
South,B,485,214.05
South,C,306,125.01
North,B,136,66.69
West,A,319,110.1
North,C,72,22.02
West,B,491,184.47
North,A,404,113.13
West,A,356,157.0
East,B,250,100.31
West,B,127,58.79
East,A,173,18.58
South,A,326,76.05
North,A,406,144.7
West,C,381,141.64
North,B,79,26.45
South,B,331,66.06
East,A,199,56.8
North,B,175,54.65
South,B,146,63.8
North,A,179,75.54
South,C,56,25.8
North,C,406,105.49
North,B,228,32.94
North,C,226,76.77
North,C,98,47.85
North,C,361,140.36
West,A,191,19.1
North,A,258,109.33
West,B,218,48.9
South,C,109,27.56
South,C,484,50.02
North,A,314,155.07
North,A,140,34.23
West,A,130,36.86
South,C,101,48.44
South,C,420,146.61
North,B,247,56.16
East,A,419,70.14
South,C,265,65.49
West,C,245,39.27
West,C,244,64.2
North,C,84,12.57
East,C,366,107.54
West,C,319,121.84
North,B,59,26.25
South,C,339,92.74
West,C,189,83.16
East,C,72,11.65
East,B,398,71.54
East,C,111,27.44
South,C,189,37.71
East,C,277,67.92
South,B,427,153.92
West,B,481,234.0
West,A,263,118.26
East,B,483,208.81
East,C,99,37.35
South,A,289,135.45
West,B,401,79.99
North,B,84,14.25
South,B,449,213.96
East,B,120,26.15
West,C,207,43.62
East,A,461,227.43
North,B,76,8.71
South,A,469,64.58
West,C,136,57.56
South,A,476,228.96
North,B,173,17.7
North,B,448,151.0
North,C,434,201.59
East,B,170,62.86
South,C,189,72.89
East,A,129,34.42
North,C,224,40.9
South,B,232,45.14
West,A,369,49.05
East,A,439,212.37
South,B,141,58.53
South,C,311,142.89
East,A,217,85.23
North,A,267,73.39
North,A,339,45.98
North,A,344,114.98
North,B,235,28.93
South,B,297,140.03
North,B,71,10.69
North,B,238,115.07
West,C,262,51.14
South,A,157,46.43
North,C,436,217.44
East,B,76,9.82
North,B,204,88.61
North,A,149,37.84
West,C,448,145.69
North,C,320,87.6
East,B,164,61.73
North,C,323,126.39
East,C,132,31.22
East,C,149,48.87
North,A,500,189.51
North,B,102,36.71
South,C,94,34.53
East,C,460,155.06
North,B,441,145.56
East,C,349,107.93
East,C,261,57.88
East,C,158,71.82
East,C,408,75.94
West,A,195,77.26
North,A,91,25.65
South,C,290,78.62
North,B,261,43.26
West,B,244,29.43
North,B,108,26.26
North,B,269,116.08
South,B,458,189.91
West,B,209,68.73
North,A,326,99.39
East,C,392,87.68
North,C,188,91.01
North,C,328,111.64
North,B,104,32.97
West,A,184,60.94
South,A,73,36.21
West,B,496,112.93
South,A,236,42.75
North,A,138,46.19
West,A,439,189.8
South,B,375,54.88
East,B,351,134.53
North,C,281,88.33
East,B,222,33.3
North,A,219,92.66
West,C,265,123.96
West,B,136,67.91
South,A,237,86.86
West,B,377,93.47
South,A,391,107.51
South,C,279,85.05
East,B,396,182.84
East,A,162,56.56
East,B,68,21.15
East,C,201,69.77
South,A,495,100.24
South,A,212,40.93
West,A,296,48.59
South,C,377,175.64
West,B,431,77.44
East,A,315,39.78
South,B,249,93.25
West,B,413,203.44
East,C,118,40.09
East,A,183,67.45
West,B,457,51.43
North,B,443,107.36
North,B,428,200.42
East,A,165,64.48
East,B,424,156.92
East,C,479,69.03
West,C,459,113.61
West,B,82,30.63
East,B,322,58.5
South,B,159,48.32
North,B,322,158.11
South,A,248,64.15
East,A,395,124.03
South,C,300,42.57
North,C,411,198.41
North,B,67,27.46
West,A,121,15.84
East,B,479,113.66
East,C,461,131.62
East,A,415,68.35
West,B,265,45.97
East,B,453,104.95
North,A,447,72.17
East,C,323,112.05
South,A,348,114.6
North,C,111,28.99
South,C,480,165.29
North,B,54,21.12
North,A,234,69.64
East,C,487,195.22
South,A,360,142.9
North,C,422,82.17
West,B,417,138.27
East,A,162,50.4
North,B,184,71.09
West,C,403,52.48
East,B,211,88.64
East,C,304,149.9
South,B,449,105.44
South,C,249,47.36
West,C,257,69.89
North,C,257,118.78
East,A,455,123.79
North,C,495,196.83
East,A,303,149.63
West,A,282,81.18
East,A,340,77.2
West,A,292,108.26
West,B,106,33.16
North,C,429,109.72
North,B,184,83.11
East,C,376,48.7
South,B,414,76.96
West,A,394,93.19
North,A,340,119.17
West,B,343,107.4
West,A,211,85.29
North,A,487,180.91
North,A,322,145.9
East,B,404,113.18
North,A,459,151.97
South,C,139,28.14
North,A,62,14.77
West,B,453,157.78
North,A,281,69.32
North,A,478,175.18
East,C,341,62.25
East,A,88,9.5
West,C,66,8.65
East,A,403,193.99
South,B,154,61.45
South,A,54,19.63
East,C,95,14.46
West,A,59,11.22
West,C,470,75.98
North,C,416,121.64
West,B,434,71.51
East,C,124,40.98
West,B,129,29.64
East,A,220,32.14
West,B,244,67.46
South,C,312,35.13
South,C,100,39.3
South,A,448,104.98
South,C,203,33.35
East,B,482,88.62
West,B,180,21.62
North,A,70,10.49
East,A,133,29.42
East,C,181,43.3
East,C,155,52.05
South,A,381,96.04
West,A,356,145.43
South,C,234,41.59
East,C,287,120.44
East,A,239,92.74
South,B,231,63.52
South,A,207,67.9
South,B,311,61.27
South,C,365,100.5
South,A,128,59.86
North,A,157,27.98
West,C,489,78.64
East,B,51,10.84
East,B,353,101.86
East,C,56,25.45
East,C,457,134.59
South,A,431,58.25
North,B,90,24.94
West,C,472,64.12
East,C,117,34.26
South,A,445,139.55
West,A,494,151.62
South,A,500,239.82
North,C,166,35.0
East,C,273,28.9
North,C,449,76.17
South,C,216,54.95
West,A,445,79.96
South,C,322,125.3
North,A,131,24.09
West,B,499,203.3
West,B,119,45.69
South,C,242,59.05
East,A,123,24.88
West,A,390,143.55
East,A,382,44.12
North,A,423,190.31
West,C,58,8.0
East,A,88,37.47
West,C,459,110.3
East,C,284,78.98
North,B,329,99.57
South,B,331,45.8
East,B,165,54.96
South,B,312,137.21
North,B,215,60.6
North,A,351,109.97
West,C,185,81.29
West,C,358,176.92
North,B,105,14.32
South,C,267,113.99
East,A,320,83.91
East,B,356,174.65
North,B,278,100.02
West,B,58,14.97
South,C,54,23.31
North,A,472,133.25
North,B,333,47.43
West,C,248,26.27
East,C,291,109.84
East,C,275,64.97
South,C,289,57.92
South,B,403,144.29
West,A,288,83.46
North,A,188,26.16
West,A,421,71.97
East,B,87,39.48
South,B,417,122.97
East,B,63,8.88
West,C,163,51.58
East,A,260,43.86
East,B,440,204.1
East,A,156,66.29
East,B,411,144.2
South,C,141,67.57
East,C,318,57.79
North,B,95,30.5
East,C,387,51.73
South,A,151,34.56
South,C,222,35.32
South,C,353,108.77
North,A,357,60.7
West,A,385,86.0
West,B,335,80.67
West,C,389,98.29
East,A,488,103.92
East,C,157,41.13
South,B,478,72.03
South,A,462,213.4
South,A,76,34.29
South,B,210,63.88
South,B,150,20.0
West,C,467,133.87
East,C,153,25.35
East,C,402,173.87
North,A,210,65.65
West,C,114,25.67
North,C,282,95.1
South,A,206,88.24
West,C,171,51.56
North,B,192,79.2
East,C,218,89.86
South,B,277,43.39
North,A,120,47.69
West,A,392,40.66
North,B,240,71.36
South,B,323,81.53
West,B,413,191.78
North,B,320,118.85
West,B,279,68.53
North,A,262,113.51
South,C,394,154.03
South,A,297,123.07
North,B,309,117.98
North,A,366,132.12
East,B,57,19.45
West,A,312,41.97
West,B,86,41.97
North,A,221,97.94
South,A,142,44.54
East,A,199,92.72
West,B,277,93.45
West,B,192,62.92
West,A,343,90.26
North,B,124,12.69
East,A,452,151.53
South,A,325,67.12
North,B,431,146.04
West,B,222,54.45
South,C,471,167.32
South,A,63,7.49
West,A,88,31.16
East,A,182,84.89
West,C,254,55.45
South,A,396,116.13
North,A,217,96.33
South,A,500,170.8
North,B,140,59.72
West,A,388,61.84
West,B,207,63.29
South,B,456,141.03
South,B,280,97.87
West,A,294,97.3
North,C,130,29.28
South,A,141,27.59
North,A,350,166.96
East,A,61,28.24
South,A,248,67.07
North,A,459,181.01
North,B,278,128.68
North,C,213,34.59
East,B,258,90.18
South,B,310,42.1
East,B,424,156.33
West,A,374,64.62
North,B,456,188.28
East,B,345,36.68
South,C,460,122.39
South,B,319,77.63
East,C,217,92.09
West,C,113,44.61
East,B,302,103.26
North,C,269,82.26
East,A,128,55.45
West,B,106,14.64
West,C,140,31.06
South,B,381,110.49
West,A,460,113.41
West,B,412,153.24
East,C,166,42.74
South,B,52,9.49
South,B,500,127.63
West,C,413,172.48
East,C,426,190.85
East,B,253,121.29
South,C,226,79.48
West,A,248,92.27
South,A,407,95.77
East,A,393,192.88
South,C,420,153.43
South,A,139,18.55
North,A,123,53.81
West,C,325,49.39
South,B,332,84.45
West,B,341,62.33
East,B,163,29.21
West,A,398,113.35
West,A,326,49.5
West,A,117,44.19
North,C,109,32.66
West,C,274,55.54
North,C,105,44.77
East,A,422,60.27
East,C,79,30.5
North,B,211,36.81
North,C,290,139.08
West,A,267,31.08
South,C,316,70.98
South,B,397,77.07
North,B,341,69.27
East,A,252,97.7
South,C,373,122.23
West,C,389,71.14
South,C,450,127.13
East,C,153,35.12
East,A,140,32.68
East,B,265,30.78
West,C,255,105.84
North,B,207,66.47
East,A,156,44.13
West,B,226,102.15
North,A,211,65.8
East,A,120,40.18
East,A,337,41.96
North,A,173,62.29
East,C,277,65.17
South,C,356,111.12
South,C,159,36.97
East,A,68,33.84
South,B,493,149.49
West,C,368,160.79
South,B,256,107.04
East,A,178,41.43
East,A,344,146.97
East,B,90,19.7
East,A,321,77.67
West,C,287,101.58
West,B,107,43.04
South,B,83,13.5
West,A,304,56.61
South,A,331,84.73
East,A,444,56.97
South,B,241,92.3
West,A,423,143.68
West,B,314,125.96
West,B,352,122.89
South,B,450,67.5
West,C,172,58.43
North,B,88,39.55
North,A,129,24.03
North,A,466,219.55
West,B,377,81.01
North,B,84,19.48
North,A,429,155.6
East,A,483,107.47
East,B,490,104.79
North,C,159,64.37
West,C,133,63.71
West,B,488,151.34
East,A,240,116.21
East,B,455,178.54
West,C,181,36.6
West,A,375,156.25
South,A,236,76.63
North,A,78,28.07
East,B,424,47.28
East,A,106,18.8
West,C,497,156.59
North,B,297,77.63
North,B,323,76.33
South,C,471,110.0
North,B,176,24.17
East,B,107,19.12
North,B,372,71.82
East,C,56,11.39
South,B,158,29.19
South,A,366,109.82
West,C,70,21.93
West,A,101,17.8
West,C,57,24.78
East,B,248,111.9
West,A,334,122.33
North,C,356,151.67
West,C,342,91.3
North,C,59,11.57
North,A,304,119.28
North,B,147,67.44
North,C,207,52.63
North,A,232,66.53
West,A,160,31.29
West,A,389,125.0
West,C,236,46.55
East,B,51,15.87
West,C,245,31.74
East,A,436,156.57
West,B,187,24.84
East,A,152,52.7
North,B,251,77.81
South,C,481,227.77
East,A,469,213.04
North,A,134,41.63
East,A,81,16.8
East,A,347,96.33
South,B,129,41.24
North,C,234,110.91
East,A,344,42.24
North,A,303,85.02
East,B,199,89.68
South,B,496,138.03
North,C,106,35.92
West,C,285,126.31
South,A,447,108.2
South,A,424,183.66
West,C,396,124.54
West,A,308,61.89
South,A,481,102.07
South,B,437,199.97
South,C,372,62.28
West,A,260,101.86
South,B,471,169.01
North,C,243,109.54
East,A,237,44.97
West,B,477,149.45
North,C,403,138.17
West,B,192,20.38
West,C,364,66.33
East,B,486,168.34
East,B,51,7.68
West,B,132,17.37
South,B,234,116.79
North,A,361,117.8
North,C,292,136.63
East,C,232,110.6
South,C,101,18.92
South,C,323,55.2
North,A,80,34.92
North,A,176,46.74
West,C,303,143.1
North,A,464,149.64
South,C,356,98.52
South,C,404,57.02
North,C,82,29.41
West,C,401,67.28
West,C,252,60.64
West,C,410,55.53
East,A,444,107.24
North,A,473,231.77
East,A,457,158.55
North,B,245,101.45
East,B,90,23.69
South,C,198,55.68
South,C,351,67.45
North,A,312,86.41
North,C,183,26.17
East,A,100,29.64
South,B,288,55.54
South,C,333,72.13
North,C,65,26.52
East,C,282,123.87
West,A,403,187.75
South,A,374,151.84
East,B,447,162.91
South,B,446,78.99
West,C,107,46.59
South,B,259,103.63
South,C,275,101.87
East,B,55,8.55
South,C,386,184.14
South,C,63,19.23
North,B,254,51.58
South,A,108,36.12
North,B,423,72.27
West,A,157,56.21
East,C,169,57.93
North,C,497,238.58
East,A,486,230.32
East,A,58,26.73
West,C,309,135.66
East,B,284,40.07
South,C,473,107.67
North,B,292,73.08
South,B,325,67.72
East,B,491,210.8
South,A,478,87.13
East,C,264,105.24
East,A,98,30.4
West,A,120,29.56
North,C,478,101.92
East,B,406,135.17
North,C,375,107.85
West,C,134,15.53
West,C,332,132.03
East,B,186,41.53
West,A,75,35.93
North,C,284,52.52
East,A,116,45.5
East,C,60,6.11
East,A,380,178.0
West,C,50,18.23
West,A,261,75.2
North,B,225,68.34
North,A,476,83.56
West,C,89,22.82
South,B,466,192.84
West,A,194,82.89
South,B,444,147.81
South,B,55,18.59
West,B,431,49.85
South,C,230,112.38
South,B,464,198.23
North,B,197,76.94
South,A,200,95.75
South,C,274,43.54
South,A,124,36.48
North,A,286,123.61
West,B,364,104.84
West,C,429,115.72
East,A,145,44.76
West,B,493,54.12
West,B,55,5.7
East,A,135,35.87
West,C,472,136.1
North,C,106,52.19
West,C,344,56.61
West,B,352,168.82
South,A,288,36.95
West,B,287,102.49
North,C,339,49.03
South,A,328,148.47
West,C,209,36.5
North,B,373,163.46
North,B,50,7.73
West,C,274,33.33
West,C,105,18.37
East,A,239,101.57
North,B,375,144.34
North,B,292,125.02
West,B,296,43.48
South,B,459,85.29
West,B,130,20.21
South,C,70,27.72
North,B,332,116.73
South,B,196,70.66
West,A,402,75.71
West,A,468,97.73
South,B,111,15.71
West,C,432,210.3
East,B,130,58.91
West,B,256,76.67
North,C,167,76.6
East,B,52,25.49
North,C,70,8.5
South,C,137,50.04
West,C,274,99.86
West,B,348,86.26
North,B,261,100.03
West,C,133,63.62
East,A,378,109.56
North,A,290,49.51
East,C,167,63.35
North,C,231,113.22
North,B,247,99.47
North,B,282,106.74
West,A,83,29.53
South,A,266,35.35
North,A,290,53.0
East,A,126,55.1
North,C,125,26.91
North,A,268,42.95
South,C,425,169.96
East,B,345,85.54
West,C,436,168.08
West,C,119,13.03
East,B,216,52.08
North,C,222,51.3
North,A,430,194.71
North,A,73,13.43
West,A,103,15.29
East,C,189,77.86
East,C,308,108.81
East,A,474,95.07
West,A,88,31.94
West,C,187,35.07
North,C,466,113.47
West,C,85,28.56
West,A,146,72.23
East,C,60,24.68
East,C,499,109.54
West,A,311,43.98
South,A,127,22.56
South,C,329,146.9
North,A,314,72.94
East,B,281,139.19
East,B,400,122.53
South,C,155,36.78
South,A,213,103.62
North,C,193,32.56
East,B,386,127.56
North,A,144,51.49
West,B,300,136.04
East,C,149,39.99
West,B,500,230.71
North,C,288,121.65
East,A,465,61.69
North,A,272,109.51
West,C,255,31.16
East,C,397,64.31
West,A,401,91.58
South,B,154,70.81
